quote,author,sentiment_class
"“The more you know, the less you need.” — Yvon Chouinard",,Life Lesson
“A commitment to lifelong learning is a natural expression of the practice of living consciously.” — Nathaniel Branden,,Life Lesson
"Gratitude can transform common days into thanksgivings, turn routine jobs into joy, and change ordinary opportunities in blessings.' —William Arthur Ward",,Happiness
Gratitude is a powerful catalyst for happiness. It's the spark that lights a fire of joy in your soul.' —Amy Collette,,Happiness
"If it falls your lot to be a street sweeper, go out and sweep streets like Michelangelo painted pictures. Sweep streets like Handel and Beethoven composed music. Sweep streets like Shakespeare wrote poetry. Sweep streets so well that all the hosts of heaven and earth will have to pause and say, here lived a great street sweeper who swept his job well.' —Dr Martin Luther King, Jr",,Happiness
"Enjoy the little things, for one day you may look back and realise they were the big things.' —Robert Brault",,Happiness
"Gratitude is a powerful process for shifting your energy and bringing more of what you want into your life. Be grateful for what you already have, and you will attract more good things.' —Rhonda Byrne",,Happiness
Gratitude helps you to grow and expand; gratitude brings joy and laughter into your life and into the lives of all those around you.' —Eileen Caddy,,Happiness
"Happiness cannot be travelled to, owned, earned, worn or consumed. Happiness is the spiritual experience of living every minute with love, grace and gratitude.' —Denis Waitley",,Happiness
"I like being surrounded by people who have very little fear and very little respect for the past—not in a negative way, but in a positive way. They appreciate everything that is done, but they constantly look for how to do it better. When you lead with what's possible and how you create value for people, it's energising. Being around that kind of energy and inspiration has allowed me to think bigger than I probably ever would have thought.' —Dan Rosensweig",,Happiness
"Gratitude is an antidote to negative emotions, a neutraliser of envy, hostility, worry and irritation. It is savouring; it is not taking things for granted; it is present",-oriented.' —Sonja Lyubomirsky,Happiness
"Gratitude will shift you to a higher frequency, and you will attract much better things.' —Rhonda Byrne",,Happiness
"“I wouldn’t be where I am now if I didn’t fail, a lot. The good, the bad, it’s all part of the success equation.” —Mark Cuban",,Failure
"“Part of being a winner is knowing when enough is enough. Sometimes you have to give up the fight and walk away, and move on to something that’s more productive.” —Donald Trump",,Failure
"“If you think you can do a thing or think you can’t do a thing, you’re right.” —Henry Ford",,Failure
"“No matter what your current condition, how or where you grew up, or what education or training you feel you lack, you can be successful in your chosen endeavor. It is spirit, fortitude, and hardiness that matter more than where you start.” —Jack Ma",,Failure
"“The most dangerous poison is the feeling of achievement. The antidote is to every evening, think what can be done better tomorrow.” —Ingvar Kamprad",,Failure
"“Most people give up just when they’re about to achieve success. They quit on the one yard line. They give up at the last minute of the game, one foot from a winning touchdown.” —H. Ross Perot",,Failure
“It’s fine to celebrate success but it is more important to heed the lessons of failure.” —Bill Gates,,Failure
“Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.” —Dale Carnegie,,Failure
"“I just love it when people say I can’t do it, there’s nothing that makes me feel better because all my life, people have said that I wasn’t going to make it.” —Ted Turner",,Failure
“Failure is not the outcome—failure is not trying. Don’t be afraid to fail.” —Sara Blakely,,Failure
“Kindness is the investment that pays the highest dividends.” – Unknown,,Compassion
“Kindness is contagious. Spread it generously.” – Unknown,,Compassion
“Kindness is the key to unlocking human potential.” – William Arthur Ward,,Compassion
“Kindness is free. Sprinkle that stuff everywhere.” – Unknown,,Compassion
“Kindness is the bridge between all people.” – Unknown,,Compassion
"“Kindness is a choice, not an obligation.” – Unknown",,Compassion
"“Kindness is like sugar, it makes life taste a little sweeter.” – Unknown",,Compassion
“Kindness is the foundation for a happy workplace.” – Unknown,,Compassion
"“The world is full of kind people. If you can't find one, be one.” – Unknown",,Compassion
“Kindness is a muscle that gets stronger with use.” – Unknown,,Compassion
“Kindness is the key that opens the doors to success.” – Unknown,,Compassion
“Darkness cannot drive out darkness: only light can do that. Hate cannot drive out hate: only love can do that.” – Martin Luther King Jr.,,Affection
"“Age does not protect you from love, but love to some extent protects you from age.” – Jeanne Moreau",,Affection
"Love is never lost. If not reciprocated, it will flow back and soften and purify the heart.” – Washington Irving",,Affection
"“Life is the first gift, love is the second, and understanding the third.” – Marge Piercy",,Affection
“You never lose by loving. You always lose by holding back.” – Barbara De Angelis,,Affection
"“Love is the expansion of two natures in such fashion that each includes the other, each is enriched by the other.” – Felix Adler",,Affection
"“Love does not consist of gazing at each other, but in looking together in the same direction.” – Antoine de Saint",-Exupéry,Affection
“Kindness in words creates confidence. Kindness in thinking creates profundity. Kindness in giving creates love.” – Lao Tzu,,Affection
"“When our community is in a state of peace, it can share that peace with neighboring communities, and so on. When we feel love and kindness towards others, it not only makes others feel loved and cared for, but it helps us also to develop inner happiness and peace.” – Dalai Lama",,Affection
"“People think a soul mate is your perfect fit, and that’s what everyone wants. But a true soul mate is a mirror, the person who shows you everything that is holding you back, the person who brings you to your own attention so you can change your life.” – Elizabeth Gilbert",,Affection
"“I’m here. I love you. I don’t care if you need to stay up crying all night long, I will stay with you. There’s nothing you can ever do to lose my love. I will protect you until you die, and after your death, I will still protect you. I am stronger than depression and I am braver than loneliness and nothing will ever exhaust me.” – Elizabeth Gilbert",,Affection
"When you are angry, you’re carrying the burden while the other person is out dancing.”",Irish proverb,Angry
“Anger is an acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.”,Mark Twain,Angry
"“Anyone can become angry—that is easy. But to be angry with the right person, to the right degree, at the right time, for the right purposes, and in the right way—this is not easy.”",Aristotle,Angry
"“Something of vengeance I had tasted for the first time; as aromatic wine it seemed, on swallowing, warm and racy; its after","-flavour, metallic and corroding, gave me a sensation as if I had been poisoned.”",Angry
"“The Nome King was in an angry mood, and at such times he was very disagreeable. Everyone kept away from him. [...] Therefore, the king stormed and raged all by himself, walking up and down in his jewel","-studded cavern and getting angrier all the time. Then he remembered that it was no fun being angry unless he had someone to frighten and make miserable, and he rushed to his big gong and made it clatter as loud as he could.”",Angry
"“Nearly all the violence that we hear about in the media is triggered by rage, and more specifically, by impotent rage. Impotent rage results when a person feels rejected and humiliated by people and feels powerless to do anything about it. Having few internal coping skills, the person explodes and lashes out at the world.”","Mark Goulston, Just Listen: Discover the Secret to Getting Through to Absolutely Anyone",Angry
“Who among us can look back at our lives [...] and not recall an instance of being so swept up by anger that we said or did something we now deeply regret?”,"Sharon Salzburg, Real Change: Mindfulness to Heal Ourselves and the World, p. 58:",Angry
"“To be clear, anger isn’t dysfunctional. Anger is a powerful, healthy, necessary, and motivating force. Dysfunction arises when you use your anger to hurt yourself or others.”","Katherine Morgan Schafler, The Perfectionist’s Guide to Losing Control, p. 21",Angry
"“We aren’t taught how to be angry; we’re taught to ‘behave yourself,’ which teaches us to misjudge and condemn the feeling we’re experiencing.”","Bud Harris, Sacred Selfishness, p. 257",Angry
"“Angry people say nasty, mean things. If you listen to the words, you are likely to become emotionally triggered. You can easily be sucked into the conflict whirlpool. By ignoring the words and focusing on the emotions you are insulating yourself from the upset.”","Douglas E. Noll, De-escalate: How to Calm an Angry Person in 90 Seconds or Less, p. 16",Angry
The greatest privilege in life is to have a friend who loves you unconditionally and supports you wholeheartedly.,Anonymous,Affection
"Love is the music that fills our souls, and friendship is the dance that brings us closer to its rhythm.",Anonymous,Affection
"A friend is someone who sees the pain in your eyes, even when you’re pretending to smile.",Anonymous,Affection
Love and friendship are the gifts we give ourselves and others.,Anonymous,Affection
The greatest gift you can give someone is your presence and the truest form of love is time dedicated to friendship.,Anonymous,Affection
Friendship is like a book with countless chapters of love and support.,Anonymous,Affection
"Love and friendship are like flowers in a garden, they need to be nurtured and cherished.",Anonymous,Affection
A true friend is someone who knows the song in your heart and can sing it back to you when you forget the lyrics.,Anonymous,Affection
Love and friendship are the fuel that keeps the engine of life running smoothly.,Anonymous,Affection
"Friendship is the anchor that keeps us grounded, and love is the wind that carries us towards our dreams.",Anonymous,Affection
"“Family or not, I will cut you off. That saying, ‘But that’s family,’ means nothing if a family is toxic and means you no good.” – Morgan Sharee",,Angry
“It’s okay to cut toxic family members out of your life. Blood ain’t thicker than peace of mind.” – Anonymous,,Angry
"“Do not be waylaid by a toxic family Whatsapp group. You fought hard to emerge as your own person in real life. Do not succumb to this new medium that replicates all the sad, toxic hierarchies of broken families. Walk out. Do it now.” – Itayi Garande",,Angry
"“Family is where you’re meant to be most free, don’t let blood chain you down.” – Michelle Meleen",,Angry
"“If the family you chose before your birth no longer supports your path towards fulfilling your true destiny, it is never too late to find a new tribe.” – Anthon St. Maarten",,Angry
“Let go of toxic family members. Embrace friends and other family or relatives that support your path toward your dreams and goals. Because life is too short for tolerating toxic relationships and letting them hold you back any longer.” – Anonymous,,Angry
"“Ask yourself, ‘Will you do this to your family?’ If not, why let them do this to you?” – Anonymous",,Angry
"“When we are raised in toxic families, we often go through a time period, and for some of us, a lifetime of repeating the toxic patterns we were raised in with other people in our lives. We do this until we decide we’ve had enough pain and choose to genuinely examine our patterns and stop the craziness for good.” – Sherrie Campbell",,Angry
"“Love is close to hate when it comes to sisters. You’re as close as two humans can be. You came from the same womb. The same background. Even if you’re poles apart, mentally. That’s why it hurts so much when your sister is unkind. It’s as though part of you is turning against yourself.” – Jane Corry",,Angry
“Nobody fights you like your own sister; nobody else knows the most vulnerable parts of you and will aim for them without mercy.” – Jojo Moyes,,Angry
"“Ending the toxic cycle within your own life isn’t easy. When you don’t come from a healthy family, you do your best to ensure a healthy one comes from you.” – Steve Maraboli",,Angry
"Out of compassion I destroy the darkness of their ignorance. From within them I light the lamp of wisdom and dispel all darkness from their lives."" -",- Bhagavad Gita,Compassion
"True compassion means not only feeling another's pain but also being moved to help relieve it."" -",- Daniel Goleman,Compassion
"Compassion is the desire that moves the individual self to widen the scope of its self-concern to embrace the whole of the universal self."" -",- Arnold Toynbee,Compassion
"Our human compassion binds us the one to the other - not in pity or patronizingly, but as human beings who have learnt how to turn our common suffering into hope for the future."" -",- Nelson Mandela,Compassion
"Compassion is to look beyond your own pain, to see the pain of others."" -",- Yasmin Mogahed,Compassion
"When we're looking for compassion, we need someone who is deeply rooted, is able to bend and, most of all, embraces us for our strengths and struggles."" -",- Brene Brown,Compassion
"With compassion one becomes courageous. Compassion brings triumph when attacked; it brings security when maintained."" -",- Tao Te Ching,Compassion
"How far you go in life depends on your being tender with the young, compassionate with the aged, sympathetic with the striving and tolerant of the weak and strong. Because someday in your life you will have been all of these."" -",- George Washington Carver,Compassion
"No matter who we are, no matter how successful, no matter what our situation, compassion is something we all need to receive and give."" -",- Catherine Pulsifer,Compassion
"If we have no peace, it is because we have forgotten that we belong to each other."" -",- Mother Teresa,Compassion
"Your courage, determination, creativity, stubbornness, work ethic and decision making will decide where you get.” – Amar Hasic",,Determination
“Our greatest weakness lies in giving up. The most certain way to succeed is always to try just one more time.” – Thomas Edison,,Determination
"“Courage is the most important of all the virtues because without courage, you can't practice any other virtue consistently.” – Maya Angelou",,Determination
"“Rewarding yourself, helps to build rapport and give yourself that extra boost and determination to hit the next goal.” – James Fullerton",,Determination
"“We all have dreams. But in order to make dreams come into reality, it takes an awful lot of determination, dedication, self","-discipline, and effort.” – Jesse Owens",Determination
"“The best way to not feel hopeless is to get up and do something. Don’t wait for good things to happen to you. If you go out and make some good things happen, you will fill the world with hope, you will fill yourself with hope.” – Barack Obama",,Determination
"“Some succeed because they are destined to, but most succeed because they are determined to.” – Henry vanDyke",,Determination
"“When someone tells me “no,” it doesn't mean I can't do it, it simply means I can't do it with them.” – Karen E. Quinones Miller",,Determination
"“And so you touch this limit, something happens and you suddenly can go a little bit further. With your mind power, your determination, your instinct, and the experience as well, you can fly very high.” – Ayrton Senna",,Determination
"“We can achieve anything we desire if we give ourselves the time and the right resources to learn, but these are worthless without the focus and determination to be successful.” – Rosemary Peck",,Determination
“It had long since come to my attention that people of accomplishment rarely sat back and let things happen to them. They went out and happened to things.” – Leonardo da Vinci,,Determination
"I define a leader as anyone who takes responsibility for finding the potential in people and processes, and who has the courage to develop that potential.”","― Brené Brown, Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.",Leadership
"“At the end of the day, at the end of the week, at the end of my life, I want to say I contributed more than I criticized.”","― Brené Brown, Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.",Leadership
"“The courage to be vulnerable is not about winning or losing, it’s about the courage to show up when you can’t predict or control the outcome.”","― Brené Brown, Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.",Leadership
“Clear is kind. Unclear is unkind.”,"― Brené Brown, Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.",Leadership
"“If you are not in the arena getting your ass kicked on occasion, I’m not interested in or open to your feedback. There are a million cheap seats in the world today filled with people who will never be brave with their lives but who will spend every ounce of energy they have hurling advice and judgment at those who dare greatly. Their only contributions are criticism, cynicism, and fearmongering. If you’re criticizing from a place where you’re not also putting yourself on the line, I’m not interested in what you have to say.”","― Brené Brown, Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.",Leadership
"“People are opting out of vital conversations about diversity and inclusivity because they fear looking wrong, saying something wrong, or being wrong. Choosing our own comfort over hard conversations is the epitome of privilege, and it corrodes trust and moves us away from meaningful and lasting change.”","― Brené Brown, Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.",Leadership
“We fail the minute we let someone else define success for us.”,"― Brené Brown, Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.",Leadership
“Show up for people in pain and don’t look away.”,"― Brené Brown, Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.",Leadership
"Think in terms of opportunities and solutions instead of problems, disappointment, and failure. Lorii Myers",,Disappointment
What you focus on will determine not only your happiness and success but your outlook on life. If you focus on what is wrong then that is all that you will see. Keep your focus on finding another way,- always stay positive. You will find life becomes so much easier when you have an optimistic outlook.,Disappointment
"Yes, give thanks for ""all things"" for, as it has been well said, ""Our disappointments are but His appointments."" A.W. Pink",,Disappointment
"Though disappointments strew the way and adverse things occur, life's crazy patch",-work is worth the while. Arthur Franklin Fuller,Disappointment
"If we have no faith to guide us, life will be a maze...each turn leads to disappointment and futility. Patience Strong, The Maze",,Disappointment
"Through life's changing scenes and sorrows, disappointments, hopes and fears, sad todays but glad tomorrows share alike the passing years C. C. Hassler, Thanksgiving Day",,Disappointment
"Every life has its ups and downs. But as the saying goes, this too shall pass. Always be thankful for what you have, don't let the challenging days control your life. Look forward with hope and you will find that as you look back over your life your good days will outnumber your bad days.",,Disappointment
"hYes, give thanks for ‘all things’ for, as it has been well said ‘Our disappointments are but His appointments. A.W. Pink",,Disappointment
"Sometimes we set our expectations too high and we are disappointed thinking that there is no other way. But with ""hope"" we understand and have faith that things will work out. Byron Pulsifer",,Disappointment
"God makes the life fertile by disappointments, as he makes the ground fertile by frosts. Henry Ward Beecher",,Disappointment
You may not be happy about something,"- you may feel like there is a violation but that feeling of anger will hurt you more. Let it go, close the door. Catherine Pulsifer, Solves Not A Thing",Disappointment
Carve a tunnel of hope through the dark mountain of disappointment. Martin Luther King Jr,,Disappointment
Failures are life’s way of nudging you and letting you know you are off course. Trying new things and not being afraid to fail along the way are more important than what you learn in school.”,Sara Blakely,Failure
"“Do you remember, in school or early in your life, being afraid to try something because you feared you might fail at it? Most teenagers choose to fool around rather than exert themselves. Halfhearted, lazy effort gives them a ready","-made excuse: ‘It doesn’t matter. I wasn’t even trying.’ As we get older, failure is not so inconsequential anymore. What’s at stake is not some arbitrary grade or intramural sports trophy, but the quality of your life and your ability to deal with the world around you.”",Failure
"“Would you like me to give you a formula for success? It’s quite simple, really. Double your rate of failure. You are thinking of failure as the enemy of success. But it isn’t at all. You can be discouraged by failure or you can learn from it, So go ahead and make mistakes. Make all you can. Because remember that’s where you will find success.”",Thomas J. Watson,Failure
"“Disappointment is inevitable when you are attempting to do anything of great scale. Instead, let your disappointments drive you to find new answers; discipline your disappointments. Learn from every failure, act on those learnings, and success becomes inevitable.”","Tony Robbins, Money: Master the Game | More quotes from this book➜",Failure
“Faith is daring to put your dream to the test. It is better to try to do something and fail than to try to do nothing and succeed.”,Robert H. Schuller,Failure
“You can risk being wrong or you can be boring.”,"Seth Godin, The Icarus Deception | More quotes from this book ➜",Failure
"“He who hopes to avoid all failure and misfortune is trying to live in a fairyland; the wise man realistically accepts failures as a part of life and builds a philosophy to meet them and make the most of them. He lives on the principle of ‘nothing attempted, nothing gained’ and is resolved that if he fails he is going to fail while trying to succeed.”","Wilfred Peterson, The Art of Living",Failure
“The difference between average people and achieving people is their perception of and response to failure.”,"John C. Maxwell, Leadership Gold | More quotes from this book ➜",Failure
"“There are two kinds of failure. The first comes from never trying out your ideas because you are afraid, or because you are waiting for the perfect time. This kind of failure you can never learn from, and such timidity will destroy you. The second kind comes from a bold venturesome spirit. If you fail in this way, the hit that you take to your reputation is greatly outweighed by what you learn. Repeated failure will toughen your spirit and show you with absolute clarity how things must be done. In fact, it is a curse to have everything go right on your first attempt. You will fail to question the element of luck, making you think that you have the golden touch. When you do inevitably fail, it will confuse and demoralize you past the point of learning. You have everything to gain.”","Robert Greene, Mastery",Failure
“Arrogant or critical people are often people with low self,"-esteem who are afraid of taking risks. That’s because, if you learn something new, you are then required to make mistakes in order to fully understand what you have learned.”",Failure
Just one small positive thought in the morning can change your whole day.' — Dalai Lama,,Happiness
The man who moves a mountain begins by carrying away small stones.' — Confucius,,Happiness
"A thought is harmless unless we believe it. It's not our thoughts, but our attachment to our thoughts, that causes suffering. Attaching to a thought means believing that it's true, without inquiring. A belief is a thought that we've been attaching to, often for years.' — Byron Katie",,Happiness
Live the life of your dreams: be brave enough to live the life of your dreams according to your vision and purpose instead of the expectations and opinions of others.' — Roy T. Bennett,,Happiness
"We can complain because rose bushes have thorns, or rejoice because thorns have roses.' — Alphonse Karr",,Happiness
"If you have a dream, don't just sit there. Gather courage to believe that you can succeed and leave no stone unturned to make it a reality.' — Dr. Roopleen",,Happiness
You are essentially who you create yourself to be and all that occurs in your life is the result of your own making.' — Stephen Richards,,Happiness
"Optimism is the most important human trait because it allows us to evolve our ideas, to improve our situation and to hope for a better tomorrow.' — Seth Godin",,Happiness
"Cultivate an optimistic mind, use your imagination, always consider alternatives and dare to believe that you can make possible what others think is impossible.' — Rodolfo Costa",,Happiness
"The more you feed your mind with positive thoughts, the more you can attract great things into your life.' — Roy T. Bennett",,Happiness
o not think of knocking out another person’s brains because he differs in opinion from you. It would be as rational to knock yourself on the head because you differ from yourself ten years ago.,— Horace Mann,Life Lesson
"e may have different points of arguments from perspectives of belief, faith and religion. But we must not hate each other. We are one human family.","— Lailah Gifty Akita, Think Great: Be Great!",Life Lesson
"0% of relationship issues are caused by misunderstandings, 9.9% by conflicts of interest. Luckily, ladies and gentlemen can always come to an agreement.",— Stefan Emunds,Life Lesson
"o be, or not to be: that is the question","— Hamlet (Act III, Scene I)",Life Lesson
ealing is the end of conflict with yourself.,— Unknown,Life Lesson
"he quality of our lives depends not on whether or not we have conflicts, but on how we respond to them.",— Thomas Crum,Life Lesson
"hen introverts are in conflict with each other, it may require a map in order to follow all the silences, nonverbal cues, and passive",-aggressive behaviors!,Life Lesson
arriage means expectations and expectations mean conflict.,– Paxton Blair,Life Lesson
have a self,"-made quote: Celebrate diversity, practice acceptance and may we all choose peaceful options to conflict.",Life Lesson
Regret for wasted time is more wasted time.” – Mason Cooley,,Regret
"“Isn’t it pathetic how we waste so much time on certain people and in the end, they prove that they weren’t even worth a second of it?”",,Regret
“I regret those times when I’ve chosen the dark side. I’ve wasted enough time not being happy.” – Jessica Lange,,Regret
"“Regret for time wasted can become a power for good in the time that remains, if we will only stop the waste and the idle, useless regretting.” – Arthur Brisbane",,Regret
"“If you love life, don’t waste time, for time is what life is made up of.” – Bruce Lee",,Regret
"“Sometimes there is no next time, no time","-outs, no second chances. Sometimes it’s now or never.” – Alan Bennett",Regret
"“At the end of your life, you will never regret not having passed one more test, not winning one more race, or not closing one more deal. You will regret time not spent with your family.” – Barbara Bush",,Regret
"“Life is lived in time. Therefore he who wastes time, wast’s life.” – Vincent N.",,Regret
"“Time isn’t the main thing, it’s the only thing.”",-Miles Davis,Regret
“I regret the time I’ve wasted with the wrong people.”,,Regret
“There are two types of people who will tell you that you cannot make a difference in this world: those who are afraid to try and those who are afraid you will succeed.”,– Ray Goforth,Success
“Don’t wait. The time will never be just right.”,– Napoleon Hill,Success
"“You can teach a student a lesson for a day; but if you can teach him to learn by creating curiosity, he will continue the learning process as long as he lives.”",– Clay P. Bedford,Success
"“After every difficulty, ask yourself two questions: “What did I do right?” and “What would I do differently?”",– Brian Tracy,Success
“Don’t brood. Get on with living and loving. You don’t have forever.”,– Leo Buscaglia,Success
“Doing the best at this moment puts you in the best place for the next moment.”,– Oprah Winfrey,Success
“Life’s real failure is when you do not realize how close you were to success when you gave up.”,– Unknown,Success
"“If you’re going through hell, keep going.”",– Winston Churchill,Success
"“Be miserable. Or motivate yourself. Whatever has to be done, it’s always your choice.”",– Wayne Dyer,Success
“The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.”,– Mark Caine,Success
